Particle ID,Volume (µm³),Equivalent Diameter (µm),Major Axis Length (µm),Middle Axis Length (µm),Minor Axis Length (µm),True Sphericity (-),Convexity (-),Flatness (-),Elongation (-),Compactness (-)
1,153564170.26964867,664.401225853366,723.5905466073935,686.1643333886187,590.7044615330415,0.5187333822250366,0.7084890721801435,0.8608789947094027,0.9482770837813592,4.018860181531636e-06
2,199590288.7837017,725.0705425687364,860.5579216525173,736.3863828484475,601.5267267727418,0.505103588104248,0.8599801420844363,0.8168629143384627,0.8557080985721159,3.307356109871762e-06
3,240864132.45932785,771.9535527447044,900.7002478811953,721.4255688896853,707.9485523347179,0.625669002532959,0.7893563543357,0.9813189092040231,0.8009607753375941,2.305092039023293e-06
4,281065294.7131167,812.7111167104467,1260.3171161181745,732.8140189714906,581.2125691130963,0.4937891364097595,0.7721191904466945,0.7931242499001753,0.5814520882082329,1.0848796136997407e-06
5,150129370.2484417,659.4102296014919,740.8354563768405,631.3035470542386,613.0657463281448,0.5252731442451477,0.7176300232790543,0.9711108850707487,0.8521508273128786,6.787758138671052e-06
6,118118981.97316602,608.7519391578942,751.7996226181051,679.2014719025868,441.7945470501392,0.5021963715553284,0.7557055051547584,0.6504617044079415,0.9034341751028035,1.2750088899338152e-05
7,201054971.71814138,726.8398524036652,894.6637743404813,732.247730341807,586.1358803598107,0.5386457443237305,0.8179603232585247,0.8004611773753227,0.8184613609527195,6.114684765634593e-06
8,233150103.44410673,763.622993035231,938.8594558832843,787.414880219379,602.3276330859268,0.5102583765983582,0.8054995607267096,0.7649431681023279,0.8386930283176139,1.0326869670507222e-07
9,208213334.22807154,735.3655924575238,894.1699356887045,755.0094613319062,589.0300601443774,0.46884724497795105,0.7418527190477685,0.780162488434614,0.8443690971899938,4.455860562302405e-06
10,132410002.3203593,632.3740747058547,954.1474667031989,649.5719955286104,408.0180501023628,0.45627227425575256,0.6495680370625427,0.6281336832729755,0.6807878427566678,8.423050530836917e-06
11,151064049.31481564,660.7758568468947,1078.6218715242985,526.2932437085957,508.236068057272,0.5215200781822205,0.6852842197757271,0.965689896522172,0.4879311810772416,1.1048809028579853e-05
12,260328034.2757023,792.2108246548854,1097.423937589261,852.2205285223448,531.6133717968443,0.45018666982650757,0.7570470514876202,0.6237978950338152,0.7765645520676716,2.41250018007122e-06
13,157471511.7099667,669.9891836209822,863.4159706812603,604.6424220169191,576.082499953343,0.54953533411026,0.8151243033063776,0.9527655999254764,0.7002909866722047,1.1666818863886874e-05
14,143033178.15694904,648.852609296117,888.05298853077,598.9088049178046,513.6160520175501,0.4769870936870575,0.7681193755594107,0.8575864101514419,0.6744066093495873,7.170035019044008e-07
15,185562620.47945023,707.6697388966896,1020.8747681513822,646.8305019684011,536.696685629764,0.4727221429347992,0.6756080565483943,0.8297331124560708,0.6336041619871681,5.137212156114401e-06
16,305429730.3711831,835.547021658716,1234.0142046477815,741.9579279737154,637.1082779248718,0.4504266083240509,0.7995984843074229,0.8586851813347588,0.6012555813208721,2.9280093016836872e-08
17,264609932.5202714,796.5306770285034,925.288763757135,853.3965656608165,639.9990665997343,0.587009608745575,0.7964770996802096,0.7499433350826288,0.9223029599922944,3.6047474623046583e-06
18,109535449.84409788,593.6338966190111,796.9497082494262,529.174588413787,496.050826062875,0.5556632876396179,0.7960997105884071,0.9374048507313981,0.6639999775847436,2.1768888473161496e-05
19,287099019.9951319,818.4855739469862,980.6456078183553,795.1058449739768,703.2278376069116,0.6127118468284607,0.8474403246165167,0.884445564137348,0.8107983543033969,1.3306523669598391e-06
20,231105604.643056,761.3843606262905,918.4307042982764,793.1033295213356,605.9484629262861,0.6142180562019348,0.8884082627725125,0.7640220893940721,0.8635418282616142,6.111234597483417e-06
21,133568036.70679252,634.2122700499692,890.5015202483839,557.746007460695,513.6091885578296,0.4754555821418762,0.7601600362100586,0.920865737607318,0.6263279677558834,1.867486503215332e-06
22,216585301.9785082,745.0923759340701,1022.3432331760574,694.3502511846639,582.7134399445138,0.4423658549785614,0.688526704163543,0.8392211840498636,0.6791752795463459,1.6193604324143962e-06
23,162834540.50017697,677.5104063400025,913.2723354849581,628.8245622293923,541.5245014045594,0.48276206851005554,0.6977797824310712,0.8611694484144747,0.6885400310472334,2.6286550109944073e-06
24,264243677.71577784,796.1630064133884,1270.8881795146262,666.7288600230747,595.5927302002273,0.5018328428268433,0.7446804112402444,0.8933057587751856,0.5246164617548885,1.94580752577167e-06
25,202815037.70218238,728.954649030419,1167.7835658798979,650.9545412332491,509.5519993627008,0.4945072531700134,0.667128715869399,0.7827766258414025,0.5574273865917696,2.7633816443994874e-06
26,217397868.0864231,746.0230042495192,1056.027221145365,721.9421725419203,544.6018764472674,0.4611339867115021,0.7558905974791152,0.7543566467792745,0.6836397377701147,1.2940772649017163e-06
27,192585334.6186584,716.4868050000438,834.1351420432866,764.3214225773155,576.9154099997127,0.5131081938743591,0.6947799742879035,0.7548073270723409,0.9163040663950973,4.04119782615453e-06
28,151964679.6733232,662.0864180018405,815.9075664673336,627.6678518323189,566.7260694147241,0.594950258731842,0.8552877688480492,0.9029075931805484,0.7692879409734568,1.3554041288443841e-05
29,109452030.50982526,593.4831596626694,886.8774010353225,579.1672785288839,406.96550056266034,0.5992814302444458,0.8175614076870074,0.7026735032344621,0.6530409703221391,5.929653980274452e-06
30,115535105.40052585,604.2803158287619,815.790867836518,623.4554848632888,433.8414601989422,0.5434136390686035,0.7459582860242291,0.6958659771740958,0.7642344495920826,1.209133642987581e-05
