Particle ID,Volume (µm³),Equivalent Diameter (µm),Major Axis Length (µm),Middle Axis Length (µm),Minor Axis Length (µm),True Sphericity (-),Convexity (-),Flatness (-),Elongation (-),Compactness (-)
1,1497375.0,141.94191228163643,201.2207145801027,135.8353234253119,104.62766845465696,0.8976600170135498,0.8935663224781573,0.7702537588625521,0.6750563614127215,0.7233286499977112
2,4822213.0,209.61189411239218,260.8664538600532,226.72013866743916,155.71822122372677,0.8985389471054077,0.9225872167048638,0.6868301251885682,0.8691042305848476,0.7254554629325867
3,6958468.0,236.86724239244083,335.3550042028766,249.79479354046492,158.64516422554632,0.8435017466545105,0.8694495260269416,0.635101965004915,0.7448667543644254,0.6001474261283875
4,1816815.0,151.39238408434352,182.09790697603893,146.38082931736332,130.1736034673924,0.9378107190132141,0.931740614334471,0.8892804069661843,0.8038578353161666,0.8247941732406616
5,9363585.0,261.5057112927395,378.0149314001623,280.17778993038496,168.84992619410045,0.8223844766616821,0.8760896637608966,0.6026527878460821,0.7411818070059034,0.5561919808387756
6,1770230.0,150.0872123785469,173.12677389667937,144.57833979873323,135.07146316879354,0.9205935001373291,0.9294199860237596,0.934244115382884,0.8351009872396535,0.7801960110664368
7,1627813.0,145.94928219828674,156.8567751087658,148.30274393985954,133.64521738593052,0.9637866616249084,0.9350152905198776,0.9011648323926293,0.9454659758051585,0.8952467441558838
8,10677282.0,273.2041950194693,340.3766736409456,271.5520071631447,220.6222370037477,0.9054261445999146,0.9297635605006954,0.812449295840413,0.7977985220267995,0.7422651648521423
9,10574795.0,272.3272569335675,344.7645777965173,291.69764236848437,200.8250006676573,0.9162510633468628,0.9645502003156489,0.6884697422887187,0.8460777619116271,0.7692075371742249
10,22473935.0,350.1279916969972,520.5789168254814,366.6707073610671,224.86284769819588,0.8416566252708435,0.8997175893856237,0.6132555537815828,0.7043518196953596,0.5962176322937012
11,1038180.0,125.62941726276163,164.56956432637267,131.75752818421466,91.44270776185043,0.9385237693786621,0.9641532756489494,0.6940226416057326,0.8006190496009,0.8266769051551819
12,13210175.0,293.2940929367661,383.53983950133687,318.1654921597241,206.75041578274607,0.8236474990844727,0.8436756205372322,0.6498203635451266,0.8295500477170511,0.558758556842804
13,24736635.0,361.5047428760065,432.556369221749,382.5987209161973,285.46690967115455,0.8786373734474182,0.8979562255399334,0.7461261474883026,0.8845060393043455,0.6783112287521362
14,1485396.0,141.5623866407102,187.24562608052014,132.4921657479683,114.3514686738821,0.9559728503227234,0.9595872742906277,0.8630809831534181,0.7075848366732661,0.8736483454704285
