Particle ID,Volume (µm³),Equivalent Diameter (µm),Major Axis Length (µm),Middle Axis Length (µm),Minor Axis Length (µm),True Sphericity (-),Convexity (-),Flatness (-),Elongation (-),Compactness (-)
1,834605.0,116.81379139840418,257.7363952912432,159.48269535038045,38.77868186742964,0.44538623094558716,0.8752122214380618,0.24315291249770773,0.6187822064096317,0.08835076540708542
2,222908.0,75.2273351479781,128.30396443859183,69.45993088671884,47.7697106118455,0.5094118118286133,0.7259995570551987,0.6877304656371226,0.5413701064549987,0.13219255208969116
3,449910.0,95.06974768486134,154.21698435012044,134.31980961894322,41.48152841501076,0.41458240151405334,0.7989097140218945,0.30882658732685236,0.8709793553866645,0.0712578296661377
4,995762.0,123.8945803055925,215.5059470906522,178.27346619629284,49.50065646478591,0.4426126778125763,0.9150146979500058,0.2776669883687675,0.8272322346691547,0.08671047538518906
5,190369.0,71.37276724428892,102.98644208859213,63.2063877141857,55.85429581158644,0.5427825450897217,0.7126828793482981,0.8836811884291689,0.6137350357226014,0.15991075336933136
6,1475845.0,141.25832167704664,260.2403541223629,169.6377799474427,63.847648153229756,0.4810492694377899,0.9211434613166495,0.37637634831704986,0.6518504039065379,0.11131884157657623
7,688015.0,109.53000180268431,176.32239799283295,136.66980528556923,54.52795685750937,0.5217689871788025,0.785427666314678,0.39897588749449187,0.7751131270975824,0.14204788208007812
8,7853583.0,246.61703488889336,352.99802306360374,316.24469153491185,134.36114564000863,0.3664022982120514,0.9279092930548434,0.4248645091491625,0.8958823304172737,0.04918975010514259
9,9538171.0,263.1209896578126,389.04418566609536,299.95037557932227,156.10547773677283,0.3541112542152405,0.9320657609562913,0.5204376805172245,0.7709930815847238,0.04440370574593544
10,8203113.0,250.2226911346506,390.77754760991786,253.81056317602471,157.9576907470221,0.7174557447433472,0.9825372372051531,0.622344825882893,0.6495013972230145,0.3693051040172577
11,10605152.0,272.5875973757346,413.6079816411776,293.91506460050164,166.61247576206662,0.5299962759017944,0.9123138321483604,0.5668728684884914,0.7106126517052694,0.14887385070323944
12,9614763.0,263.8234045163178,305.80852464071,296.07209630309643,202.81164845468427,0.6944776177406311,0.9443710952263835,0.6850076416761035,0.9681616843446311,0.334945946931839
13,11935923.0,283.5431296980213,405.098049928496,246.25446686731027,228.51416001984234,0.583984911441803,0.9542860761199962,0.9279594515659,0.6078885516994632,0.19916124641895294
14,13669150.0,296.652237943504,435.0155996132337,247.7872866913598,242.19157746756326,0.6474925875663757,0.967486743474933,0.9774172868248625,0.5696055196909353,0.27145910263061523
15,19138764.0,331.8728729636826,407.75018438306347,333.7715055936143,268.57886921493156,0.44273972511291504,0.9440677712775616,0.8046788438014285,0.8185686196527885,0.08678516000509262
16,14575727.0,303.07064114294525,337.3064067343696,314.26442336186295,262.61032305899937,0.5938464403152466,0.9655378154973444,0.8356349097670978,0.9316882724061262,0.2094220668077469
17,23053669.0,353.11308436532545,414.324968925537,360.93517845193867,294.4225786444959,0.47225093841552734,0.8220612617377371,0.8157214819217201,0.8711403017490031,0.10532184690237045
18,20568576.0,339.9396851289329,442.7907691333913,308.9003650753029,287.20276936606643,0.6770418286323547,0.965052590092864,0.9297585948014433,0.6976215102222383,0.3103462755680084
19,34825076.0,405.16427998305835,503.30141149630884,421.7365413064879,313.34593870990983,0.6769914031028748,0.970811761334429,0.7429897768384088,0.8379403110606632,0.31027689576148987
20,15993323.0,312.59356155054445,356.6575169752314,312.10356017960146,274.4037117312745,0.6633488535881042,0.9132009023679307,0.8792072463811934,0.8750791594875483,0.2918945252895355
21,22874844.0,352.1976924662772,408.08000645244243,342.0785309282758,312.9596755343898,0.5363283157348633,0.8731659334631188,0.9148766942056606,0.8382633932548264,0.15427382290363312
22,35024624.0,405.9366715804376,443.19919686139787,409.37419605505636,368.68496738650276,0.4498331844806671,0.944694928771935,0.9006062691282053,0.9236799140298992,0.09102369844913483
23,26152289.0,368.2734086111547,533.6321542030167,325.4083492840049,287.63412026180083,0.48481571674346924,0.8660986020769313,0.8839174560046827,0.6097989911608764,0.11395414173603058
24,12270190.0,286.16568510334537,328.9536910684584,275.852170985428,258.25069283075413,0.54527348279953,0.9428082326246091,0.9361923522595598,0.8385744816829569,0.1621224284172058
25,16652572.0,316.8309254654172,364.1805747326371,309.9834554021078,281.72630918848944,0.4729032516479492,0.9432131231034928,0.9088430504235672,0.8511806419924564,0.10575888305902481
26,28886684.0,380.68551830369455,466.01964217580684,352.232577376092,336.0975336665383,0.3324165642261505,0.9233295948415974,0.9541920743681647,0.7558320411808127,0.03673228621482849
27,12254724.0,286.04540173610144,422.69639388176506,288.5784472452072,191.8723864391914,0.5091401934623718,0.9324182772706913,0.664888137942457,0.6827085620369101,0.13198120892047882
28,11275165.0,278.2112972175968,361.967028330892,299.197797616262,198.8368521214215,0.3225300908088684,0.8922574709543779,0.6645665633422908,0.8265885403870279,0.0335514061152935
29,10017051.0,267.45276218192475,374.51044361162377,265.05779381946496,192.72442153374925,0.5515336394309998,0.9006563239922222,0.727103394156434,0.7077447327325702,0.1677706390619278
30,21986919.0,347.58037816065485,358.899046863116,347.478539593518,336.71732427365646,0.5624213218688965,0.9539914277130693,0.9690305613335141,0.9681790537773322,0.17790383100509644
31,12533229.0,288.19611200376426,373.5260404315398,297.3648351074883,215.50326719439073,0.25489938259124756,0.8427513712362573,0.7247099917395844,0.796102019457435,0.016561754047870636
32,30346954.0,386.99512541536467,502.2281475328672,381.3271623504818,302.6339826535905,0.5430808663368225,0.9515523744351571,0.7936334269716576,0.7592707900258153,0.16017454862594604
33,13163316.0,292.9468921305452,400.9121455031806,262.23629872973135,239.12482491310783,0.6557791233062744,0.9326200823148714,0.9118677546603001,0.6540991627993742,0.2820153832435608
34,13469626.0,295.20177984450964,399.05226984477235,260.1491401607169,247.8019585667829,0.5354655385017395,0.9438414179063951,0.9525380649487979,0.6519174549787989,0.15353044867515564
35,28251577.0,377.87488173614156,480.9349538113116,366.2154875829771,306.35221411555955,0.3784622550010681,0.9297569800282893,0.8365353855935606,0.7614657339434241,0.05420854315161705
36,18583742.0,328.6332600553359,435.98358287016754,322.19510828433107,252.66522135777785,0.49689316749572754,0.9519717830498723,0.7841994333905454,0.7390074327185806,0.12268431484699249
37,17755581.0,323.6771850882126,495.59875063576766,378.27442558429,180.8835539194247,0.5243862867355347,0.9142725661398302,0.47818076424286016,0.7632675124766339,0.1441962569952011
38,16025656.0,312.8040719876479,424.4868301049111,297.8145518475305,242.1068396803649,0.48041966557502747,0.9091376650386063,0.8129449624889863,0.7015872595480198,0.11088232696056366
39,12167211.0,285.3628753814232,378.8055409528795,263.6586590561731,232.66660631470197,0.7968922853469849,0.9796758035464824,0.8824538786155769,0.6960264055085991,0.5060563087463379
40,11952363.0,283.67324979939025,354.3829121702214,308.7670458426044,208.61783631739536,0.7989295125007629,0.9796653485464272,0.6756479978233798,0.8712808525437415,0.5099474787712097
41,14521614.0,302.6951218778471,324.01309056075314,311.67016573426963,274.6366403449201,0.6283471584320068,0.9640822353068488,0.8811771883840678,0.9619060921115186,0.24808411300182343
42,24567574.0,360.67929893580987,426.67491184164265,399.264674092361,275.42645761462165,0.3819061815738678,0.9322324542655365,0.6898342765754124,0.9357584967183289,0.055701903998851776
43,12920080.0,291.1312735216903,345.6454497885095,282.9349853076497,252.31849440369894,0.47461625933647156,0.9280300622415565,0.891789660191157,0.8185699695476086,0.10691234469413757
