Particle ID,Volume (µm³),Equivalent Diameter (µm),Major Axis Length (µm),Minor Axis Length (µm),Aspect Ratio
1192,24105741.0,358.40491321216115,429.2784565118226,295.8389623771532,1.4510544962111944
1193,22597718.0,350.7696322752383,487.66385776798546,263.7005832803779,1.8493089840816928
1194,2683296.0,172.4076981925439,216.87357144764067,158.20448668435435,1.3708433685597137
1195,24948264.0,362.53274236711405,458.8041912504977,306.77130569560734,1.4955903069557113
1196,118782433.0,609.8895584102736,852.3672623755215,498.3798473344353,1.7102763423007046
1197,63641765.0,495.3526960818534,987.5127627220413,330.00277372390735,2.992437765229911
1198,12981243.0,291.5899506984354,352.4926196759147,269.1327172775846,1.3097352980401573
1199,91896233.0,559.8861128965924,787.6386281080428,405.2418200536707,1.9436262229888488
1200,11169752.0,277.34156982952516,367.06005130094405,212.55084467065788,1.7269282174328418
1201,6320919.0,229.40023981772046,361.62454820861876,163.6393783049646,2.209887081914241
1202,46380026.0,445.76994976878467,544.6988197609987,364.77958922917446,1.4932272414474077
1203,39659807.0,423.10743603100116,662.6729519416525,291.99683105031465,2.269452546995162
1204,109908656.0,594.307336687587,939.3883862343969,396.0349831618563,2.371983350396287
1205,44012177.0,438.05106732996217,667.3626833661971,277.23699223565444,2.407192048884052
1206,74844792.0,522.8626919013366,687.4170899188924,435.6670296237428,1.5778496952421892
1207,36080748.0,409.97650616089174,557.5207172232339,278.4697075247009,2.00208748800363
1208,4872791.0,210.34218808152903,250.9143578841047,184.3353980008915,1.36118380194612
1209,68822017.0,508.44376354510604,741.511071424658,364.6678617313782,2.0333874992550625
1210,138710165.0,642.2486824639167,943.6282566335562,451.51045181699885,2.0899366843804916
1211,72146855.0,516.5030938769913,647.7644764405134,415.23396585293625,1.5599987710782133
1212,9548594.0,263.21679809272297,343.0723534333525,237.85538906866236,1.4423568655588326
1213,51527003.0,461.68463382671007,635.6112067714431,385.23309711095544,1.649939248569739
1214,9266422.0,260.5980434288789,318.7924001200005,223.25710707068149,1.4279160215897326
1215,99737154.0,575.377378308404,743.2447403201897,489.6516216072368,1.5179051952908003
1216,76122552.0,525.8213781188367,665.6933682244263,468.06376706313785,1.4222279421483823
1217,57741442.0,479.5453318856805,528.534207570629,435.7220454929607,1.2130077259980356
1218,8289468.0,251.09766781387054,311.01900655826853,211.0256995779029,1.4738442150902658
1219,12512731.0,288.0389120951678,364.4354641206994,223.9470683320593,1.6273285773954844
1220,218496960.0,747.2781069041561,879.4926945710089,635.2362893473895,1.3845126755503159
1221,46008677.0,444.57705121289735,614.6875279231122,384.4270892771892,1.5989703771367028
1222,158225287.0,671.0565039250334,899.6682382827418,492.48833993605456,1.8267807891645842
1223,28549950.0,379.2005074947379,561.5583999934614,231.8730044971535,2.421836044309139
1224,1086096.0,127.53318249225637,194.0813248353465,96.33857873011068,2.0145753382874667
1225,336717711.0,863.1556401459278,1189.9376473731938,689.8686859168515,1.724875576562428
1226,3360775.0,185.8433128193614,277.88056639005856,136.12297383048383,2.0413935911810728
1227,16304750.0,314.60950587427527,366.4569273615837,261.2224236409564,1.402854020929189
1228,101367629.0,578.4958157245389,835.9828910914318,436.0021203731499,1.9173826273504373
1229,1377585.0,138.05111785725657,163.1782641162655,118.91890449950706,1.3721810237239604
1230,333290386.0,860.2170666253868,1003.6771046412375,711.5342321189952,1.4105816127106379
1231,22907841.0,352.3669596860081,464.5157682058465,255.06785648722558,1.8211458495912463
1232,95987727.0,568.0750235021098,781.1868881746058,416.4681353883199,1.8757422760476445
1233,79394150.0,533.2488903515329,642.4951985902738,447.554544772988,1.4355684823090449
1234,15226640.0,307.5165444542588,407.3997000754162,233.90123969934197,1.741759473353327
1235,6288975.0,229.01314734669518,307.9690397059837,191.23508078279147,1.6104212597676097
1236,7615982.0,244.1044868585584,329.69009774255437,189.9034628852852,1.736093132444404
1237,6299623.0,229.14232351303968,307.28098126249273,140.94833126531958,2.1800966247984195
1238,73945036.0,520.7590197088085,614.8105708038246,429.22591665384,1.4323705697847084
1239,9583200.0,263.5343980272352,353.1483904018707,187.94547745794236,1.8789938187307367
1240,13107688.0,292.5336462231875,361.01628978919047,264.15720997994015,1.3666721033910287
1241,5626137.0,220.6669167949657,273.62255038908484,191.9040683951672,1.4258298569556307
1242,74035544.0,520.9714010617615,721.6771378152524,412.3035907147419,1.750353754048567
1243,3236992.0,183.53307227195128,351.1774004530326,107.9031152276495,3.254562203437159
1244,14136551.0,299.99564304430896,395.8090168507667,227.15943511340998,1.7424282493622065
1245,53807006.0,468.39624155943034,606.8614854455155,406.2386664861692,1.4938545626261224
1246,52984448.0,465.9971536023553,564.5772398851947,374.35231276429226,1.5081441215528857
1247,9818787.0,265.67645775225594,342.4493394974989,210.01086878512848,1.630626745551318
1248,436992589.0,941.510461125195,1234.3679885332028,669.6020588518395,1.8434351749899966
1249,20490745.0,339.51036861690017,601.8007131616097,242.58020059334697,2.4808319545025337
1250,59916296.0,485.4920378155658,577.7264041690695,408.8406922292285,1.4130843997425537
1251,33695596.0,400.73582882219387,627.2386503713481,321.0491276136804,1.9537154797259149
1252,68401421.0,507.4058857242664,648.7973846148503,439.8682946065971,1.474981017204507
1253,17815435.0,324.0404820467286,469.0781500027822,260.66262026657967,1.7995604798380986
1254,219415350.0,748.323633935781,962.0757781002247,607.9838756482878,1.5824034429767926
1255,5652757.0,221.01439696391043,264.514831354517,184.88548172537048,1.430695525067935
1256,52981786.0,465.98934939285135,603.8676422856204,360.0867555890419,1.6770059795667673
1257,43174978.0,435.2557337131821,537.7792456348899,342.6762045699024,1.5693510038430127
1258,10648000.0,272.9542159957359,309.99526760068215,242.49968881672558,1.2783326408099758
1259,95008111.0,566.1358890694282,704.5694465787827,416.1698183716542,1.6929854484295581
1260,243654191.0,774.9227682080603,933.7444859513596,627.5362258731515,1.4879531211957544
1261,80545465.0,535.8141234481698,654.3713979268672,453.8369400346043,1.441864555752056
1262,25185182.0,363.676710738446,540.0307478029135,288.2593305757374,1.8734198359661616
1263,186659440.0,709.0612937548676,1460.2959012437127,429.51817312123023,3.3998466016746365
1264,4368342.0,202.81776999772282,256.2237746022618,141.91773098892304,1.8054387765138422
1265,77765006.0,529.5762855949038,668.7654005651084,440.4179336962616,1.5184790386540634
1266,24293412.0,359.3326093275303,468.7347227840084,311.83664552049,1.5031418837950816
1267,50282518.0,457.9374187321261,694.1294679571555,364.7633008399437,1.9029586209982674
1268,31909394.0,393.52589144245616,496.96560643488533,341.1337366791868,1.456805800776743
1269,133750859.0,634.5014991275184,867.3466262817917,502.45263661221907,1.7262256441320838
1270,102912920.0,581.4206150113367,803.8671482691158,393.76626005488623,2.041483056869998
1271,9899978.0,266.4067364762664,327.1868669100867,220.75354159280522,1.4821364339132774
1272,31993247.0,393.8702985246947,638.003562298611,263.3415480190437,2.422722760984428
1273,47736315.0,450.07347930464783,596.7137183528231,304.70182005595865,1.9583529833961488
1274,8072515.0,248.88768763896672,316.5440364823303,210.67004976493422,1.502558322056364
1275,9171921.0,259.70913615780887,351.66397343271,202.8630429534808,1.733504379668362
1276,15864189.0,311.7499680535281,418.03951393138203,229.94174545455235,1.8180235742100468
1277,299782461.0,830.3653137346089,1303.486867368354,524.8231044970595,2.483668985224063
1278,62534373.0,492.462757420836,648.1233954385243,406.6313838478935,1.5938843414038215
1279,116759313.0,606.4071354421762,791.5334016667467,498.4500631007525,1.5879893699737637
1280,135903086.0,637.8867267939753,925.4032654766348,430.51964765602975,2.14950297974786
1281,15641912.0,310.28711301879906,335.7156368052352,299.92757944629545,1.1193223291602894
1282,4472160.0,204.4119291145343,247.90737181207615,176.83444701613618,1.401917872876061
1283,4866136.0,210.2463863794079,378.6789122629619,141.73694361011852,2.671702257843298
1284,10754480.0,273.86104729528245,366.0610504798458,240.13477004814615,1.524398363495848
1285,292698879.0,823.7728587545272,1142.192450877201,539.0199138725161,2.1190171670491225
1286,48702621.0,453.0900974968279,826.6695871193215,335.9922199978228,2.460383121742159
1287,185826234.0,708.0046896913274,846.2711611041685,621.2043437148087,1.3623072176917788
1288,193862812.0,718.067540283769,939.5429971643714,525.6284826469147,1.7874659159128927
1289,7224668.0,239.85001909880108,306.7172777975438,211.8883743048447,1.4475417955506533
1290,6190481.0,227.8112974864582,325.5402109964634,179.79672809903596,1.8106014188264246
1291,108441894.0,591.6517552721378,906.6351517110313,484.97738477181224,1.8694379989236285
1292,33429396.0,399.6777475692229,610.6406392761509,321.7050678155633,1.8981380785279924
1293,271783545.0,803.6646124569116,1093.9708422148246,663.227692354888,1.6494649647853508
1294,14880580.0,305.16899836694836,387.85311651557316,251.35793092491082,1.5430311472107006
1295,6046733.0,226.03414889834073,306.09025158310664,191.06802667350715,1.6019961942986252
1296,7280570.0,240.46705604550195,329.00445445662314,185.9976363472032,1.7688636313768418
1297,16272806.0,314.40391228141647,443.14877221126585,252.96417227732994,1.7518242532995247
1298,30477238.0,387.5481440371779,534.9148916706932,310.4986867093084,1.7227605608892165
1299,115377735.0,604.0058276998283,753.7141970365124,538.5935018893215,1.399411976551097
1300,70926328.0,513.573907855002,808.4491742176463,365.28717884848334,2.213187927280035
1301,51447143.0,461.4459939093702,656.8259071128083,348.55545687255875,1.8844229638698828
1302,22110572.0,348.2307502639333,469.30565208406966,273.6564687769625,1.714944485622836
1303,238274289.0,769.1768179615839,1088.390674193842,573.6391508682594,1.8973437788310914
1304,467141070.0,962.6826459266998,1319.6521212546925,729.4946445771609,1.8089949406271602
1305,93152697.0,562.4262777759011,753.8271985064948,479.3213475514405,1.5726969023126902
1306,8530379.0,253.5069683193439,329.9989263425373,217.86151877976468,1.5147187451499036
1307,237676670.0,768.5332186255129,1186.6390524313929,546.737468949946,2.170400091126789
1308,13286042.0,293.854491299171,402.4400078195767,225.8300081709611,1.7820484136674863
1309,112083510.0,598.2017788919709,811.9475511878306,456.43718125306725,1.7788812667687868
1310,91453010.0,558.9845364727121,757.6232644894064,457.5936552791598,1.6556682020147557
1311,8553006.0,253.7309145208893,418.01233985689834,181.85756528409715,2.2985699781248097
1312,15708462.0,310.7265390761258,484.6143905247272,186.0939327053735,2.6041385846360474
1313,41257007.0,428.71271622408494,561.3099418923409,310.83333357015215,1.8058228679829107
1314,206544580.0,733.3957578579938,988.0546636668772,500.90074950382837,1.9725557700714231
1315,145430384.0,652.4574225852466,728.572955706148,594.5506928146802,1.2254177221743514
1316,21044441.0,342.5412860655607,495.80410961210504,218.04364267590202,2.273875557789426
1317,2129600.0,159.62459385830357,269.51729899196033,112.48478187837877,2.3960334410691115
1318,89487123.0,554.9501517572949,740.2491212259646,442.98183491148046,1.6710597656309902
1319,6977102.0,237.07848861177305,311.58254168748806,203.4042796365225,1.531838672442276
1320,377763089.0,896.8923083454443,1454.1446054764094,647.053196037826,2.247333935417888
1321,93083485.0,562.2869499355464,846.8705386916665,476.0781609507687,1.7788476938332853
1322,2154889.0,160.25395651712913,218.7191007722498,120.15360732651058,1.820329040791036
1323,10678613.0,273.21554683711724,351.8967857653459,216.43808221622098,1.6258542958895843
1324,55605187.0,473.55696417200835,586.4704029950182,424.2022628681952,1.3825253996281526
1325,5361268.0,217.14823230990524,315.7175110302227,164.20482667728086,1.9227054247967785
1326,257246363.0,789.0724375808657,999.0028094205629,678.8173438509846,1.4716813270461548
1327,32065121.0,394.1650259418195,614.2856854336763,254.75594981923877,2.4112712023783573
1328,69656554.0,510.49064489998307,571.5486688366268,469.52364481111897,1.2172947521451252
1329,57841267.0,479.82152319002216,632.5270716814895,391.91134243438734,1.6139544922392373
1330,116293463.0,605.5995730189537,1041.3964504438015,436.90336536949025,2.3835853257003183
1331,51282099.0,460.9520210429509,745.2244477393535,315.9652142423662,2.3585648487485624
1332,10891573.0,275.0198208168967,359.3554487417386,240.44875771311177,1.4945198809074272
1333,40060438.0,424.5273652650795,686.5946915743673,232.0610705140642,2.958681049145448
1334,23579996.0,355.7801399313237,638.6034289253051,243.6649784211325,2.6208256642511434
1335,21345247.0,344.1656484833654,406.49198998038446,281.2096422348952,1.445512276000979
1336,275855074.0,807.6579112040788,962.9243633163211,616.7007430692531,1.561412685387649
1337,122738165.0,616.5860118753977,959.6061641333818,440.16912522456454,2.180085128969034
1338,262329452.0,794.235832323514,1197.5586323908,642.1203970805403,1.8650063723806485
1339,187553872.0,710.1920461104099,790.7435551783883,628.5340740275278,1.2580758750459664
1340,31770970.0,392.9560238609675,522.6333495552576,284.28170434757317,1.8384346989712255
1341,21614109.0,345.6046456381659,467.9994997414908,273.9885205816539,1.708098933298258
1342,154210991.0,665.3327506975827,990.3942409092208,568.5365487631768,1.7420062844926585
1343,131349735.0,630.681646676964,820.2294282112598,489.9907412792146,1.6739692388266234
1344,174741666.0,693.6375834876343,882.8011099105048,583.1055865525811,1.5139644178848881
1345,27136428.0,372.8361540080587,531.9195239485032,282.8063327528138,1.880861431817463
1346,220717068.0,749.8005684635388,1015.8740316939392,546.1950256802211,1.8599108082846207
1347,28619162.0,379.50668486432943,546.1054105923633,259.804078172143,2.101989369968706
1348,29226098.0,382.1707148113126,520.4337178925211,315.5775086200684,1.6491470516014632
1349,46201672.0,445.19781422885666,607.524632192783,375.9754706727752,1.6158624154540475
1350,77074217.0,528.00353849338,701.1233739173429,373.16156293540314,1.8788735056260664
1351,163755592.0,678.7854206216632,1026.9662866999572,488.59013400045825,2.1018973066267317
1352,4623894.0,206.6980672614886,361.5515246518556,131.10504039244523,2.7577240628552486
1353,161058986.0,675.038867457548,699.5548523289868,652.699614107668,1.0717868330370879
1354,137399130.0,640.2188449113663,820.7445477077084,503.8668459309464,1.6288917485557073
1355,56294645.0,475.50616736304977,666.0774328154017,333.16292723688025,1.9992543538369678
1356,4028937.0,197.4227898161051,251.9837058222766,148.85809462825003,1.6927779873279096
1357,35665476.0,408.3975556693856,526.2769126645914,293.6641509777041,1.7921047254574427
1358,15673856.0,310.49819275261814,503.1601085153517,197.7979654482913,2.54380831155156
1359,20666437.0,340.4779531102207,445.75464341149535,288.52128884132054,1.5449627485084791
1360,252156619.0,783.8336734172708,874.1883505683942,681.0826023128021,1.283527647894468
1361,5732617.0,222.05033615535015,285.96646986906126,182.75034796020728,1.56479302535352
1362,18431688.0,327.73450114526986,462.2201565537854,248.4385496914331,1.8605009453157506
1363,93378967.0,562.8812915954934,705.4592929640439,479.40945367635607,1.471517275168903
1364,121923593.0,615.2189583808401,726.4253565039581,509.2317963105493,1.4265121733697785
1365,7955387.0,247.67807465824646,321.468252174294,207.8660358847994,1.5465164898437453
1366,154534424.0,665.7975690579354,987.6840421343552,517.8385735343194,1.9073203361296087
1367,35819872.0,408.9860255837314,487.6870271722669,383.9097459677796,1.270316870812644
1368,34964039.0,405.7024757047621,547.0215767507425,342.4878383207199,1.597200004043614
1369,151791233.0,661.8344287354447,800.3731541967691,571.5475387012694,1.4003614747698176
1370,61634617.0,490.08945685003056,673.6213128031104,373.3912252083279,1.8040630505638522
1371,91783098.0,559.6562568034689,709.573619140637,444.12412610087694,1.5976921257807704
1372,65971015.0,501.3236364231666,771.3313638928503,361.53957473968643,2.1334631608399155
1373,360309686.0,882.8612151037538,1185.7683161090565,747.7035146745567,1.5858803560996644
1374,3957063.0,196.24176779813868,287.83426574624434,150.2711464500057,1.9154326864871898
1375,15759040.0,311.05967352844647,498.3335915473326,213.40435457849972,2.3351613069546016
1376,20770255.0,341.04713225635084,502.1491834071395,274.0096913197614,1.8325964347777246
